=== LAYOUT FOR PPR-137.3.pdf ===

--- Page 1 ---
Page size: Width=612, Height=1008

--- Lines ---

--- Rectangles ---
Rect: x0=22.2, y0=126.5, x1=22.7, y1=127.0, width=0.5, height=0.5
Rect: x0=314.8, y0=36.0, x1=315.3, y1=36.5, width=0.5, height=0.5
Rect: x0=315.3, y0=36.0, x1=350.8, y1=36.5, width=35.5, height=0.5
Rect: x0=350.8, y0=36.0, x1=351.3, y1=36.5, width=0.5, height=0.5
Rect: x0=351.3, y0=36.0, x1=418.4, y1=36.5, width=67.1, height=0.5
Rect: x0=418.4, y0=36.0, x1=418.9, y1=36.5, width=0.5, height=0.5
Rect: x0=418.9, y0=36.0, x1=589.4, y1=36.5, width=170.5, height=0.5
Rect: x0=589.4, y0=36.0, x1=589.9, y1=36.5, width=0.5, height=0.5
Rect: x0=589.4, y0=36.0, x1=589.9, y1=36.5, width=0.5, height=0.5
Rect: x0=22.2, y0=36.5, x1=22.7, y1=54.8, width=0.5, height=18.4
Rect: x0=211.4, y0=36.5, x1=211.8, y1=54.8, width=0.5, height=18.4
Rect: x0=263.1, y0=36.5, x1=263.6, y1=54.8, width=0.5, height=18.4
Rect: x0=314.8, y0=36.5, x1=315.3, y1=54.8, width=0.5, height=18.4
Rect: x0=350.8, y0=36.5, x1=351.3, y1=54.8, width=0.5, height=18.4
Rect: x0=418.4, y0=36.5, x1=418.9, y1=54.8, width=0.5, height=18.4
Rect: x0=589.4, y0=36.5, x1=589.9, y1=54.8, width=0.5, height=18.4
Rect: x0=22.2, y0=54.8, x1=22.7, y1=55.3, width=0.5, height=0.5
Rect: x0=22.7, y0=54.8, x1=211.4, y1=55.3, width=188.7, height=0.5
Rect: x0=211.4, y0=54.8, x1=211.8, y1=55.3, width=0.5, height=0.5
Rect: x0=211.8, y0=54.8, x1=263.1, y1=55.3, width=51.2, height=0.5
Rect: x0=263.1, y0=54.8, x1=263.6, y1=55.3, width=0.5, height=0.5
Rect: x0=263.6, y0=54.8, x1=314.8, y1=55.3, width=51.2, height=0.5
Rect: x0=314.8, y0=54.8, x1=315.3, y1=55.3, width=0.5, height=0.5
Rect: x0=315.3, y0=54.8, x1=350.8, y1=55.3, width=35.5, height=0.5
Rect: x0=350.8, y0=54.8, x1=351.3, y1=55.3, width=0.5, height=0.5
Rect: x0=351.3, y0=54.8, x1=418.4, y1=55.3, width=67.1, height=0.5
Rect: x0=418.4, y0=54.8, x1=418.9, y1=55.3, width=0.5, height=0.5
Rect: x0=418.9, y0=54.8, x1=589.4, y1=55.3, width=170.5, height=0.5
Rect: x0=589.4, y0=54.8, x1=589.9, y1=55.3, width=0.5, height=0.5
Rect: x0=22.2, y0=55.3, x1=22.7, y1=83.0, width=0.5, height=27.7
Rect: x0=211.4, y0=55.3, x1=211.8, y1=83.0, width=0.5, height=27.7
Rect: x0=263.1, y0=55.3, x1=263.6, y1=83.0, width=0.5, height=27.7
Rect: x0=314.8, y0=55.3, x1=315.3, y1=83.0, width=0.5, height=27.7
Rect: x0=350.8, y0=55.3, x1=351.3, y1=83.0, width=0.5, height=27.7
Rect: x0=418.4, y0=55.3, x1=418.9, y1=83.0, width=0.5, height=27.7
Rect: x0=589.4, y0=55.3, x1=589.9, y1=83.0, width=0.5, height=27.7
Rect: x0=22.2, y0=83.0, x1=22.7, y1=83.5, width=0.5, height=0.5
Rect: x0=22.7, y0=83.0, x1=211.4, y1=83.5, width=188.7, height=0.5
Rect: x0=211.4, y0=83.0, x1=211.8, y1=83.5, width=0.5, height=0.5
Rect: x0=211.8, y0=83.0, x1=263.1, y1=83.5, width=51.2, height=0.5
Rect: x0=263.1, y0=83.0, x1=263.6, y1=83.5, width=0.5, height=0.5
Rect: x0=263.6, y0=83.0, x1=314.8, y1=83.5, width=51.2, height=0.5
Rect: x0=314.8, y0=83.0, x1=315.3, y1=83.5, width=0.5, height=0.5
Rect: x0=315.3, y0=83.0, x1=350.8, y1=83.5, width=35.5, height=0.5
Rect: x0=350.8, y0=83.0, x1=351.3, y1=83.5, width=0.5, height=0.5
Rect: x0=351.3, y0=83.0, x1=418.4, y1=83.5, width=67.1, height=0.5
Rect: x0=418.4, y0=83.0, x1=418.9, y1=83.5, width=0.5, height=0.5
Rect: x0=418.9, y0=83.0, x1=589.4, y1=83.5, width=170.5, height=0.5
Rect: x0=589.4, y0=83.0, x1=589.9, y1=83.5, width=0.5, height=0.5
Rect: x0=22.2, y0=83.5, x1=22.7, y1=124.9, width=0.5, height=41.4
Rect: x0=211.4, y0=83.5, x1=211.8, y1=124.9, width=0.5, height=41.4
Rect: x0=263.1, y0=83.5, x1=263.6, y1=124.9, width=0.5, height=41.4
Rect: x0=314.8, y0=83.5, x1=315.3, y1=124.9, width=0.5, height=41.4
Rect: x0=350.8, y0=83.5, x1=351.3, y1=124.9, width=0.5, height=41.4
Rect: x0=418.4, y0=83.5, x1=418.9, y1=124.9, width=0.5, height=41.4
Rect: x0=589.4, y0=83.5, x1=589.9, y1=124.9, width=0.5, height=41.4
Rect: x0=22.2, y0=124.9, x1=22.7, y1=125.4, width=0.5, height=0.5
Rect: x0=22.7, y0=124.9, x1=211.4, y1=125.4, width=188.7, height=0.5
Rect: x0=211.4, y0=124.9, x1=211.8, y1=125.4, width=0.5, height=0.5
Rect: x0=211.8, y0=124.9, x1=263.1, y1=125.4, width=51.2, height=0.5
Rect: x0=263.1, y0=124.9, x1=263.6, y1=125.4, width=0.5, height=0.5
Rect: x0=263.6, y0=124.9, x1=314.8, y1=125.4, width=51.2, height=0.5
Rect: x0=314.8, y0=124.9, x1=315.3, y1=125.4, width=0.5, height=0.5
Rect: x0=315.3, y0=124.9, x1=350.8, y1=125.4, width=35.5, height=0.5
Rect: x0=350.8, y0=124.9, x1=351.3, y1=125.4, width=0.5, height=0.5
Rect: x0=351.3, y0=124.9, x1=418.4, y1=125.4, width=67.1, height=0.5
Rect: x0=418.4, y0=124.9, x1=418.9, y1=125.4, width=0.5, height=0.5
Rect: x0=418.9, y0=124.9, x1=589.4, y1=125.4, width=170.5, height=0.5
Rect: x0=589.4, y0=124.9, x1=589.9, y1=125.4, width=0.5, height=0.5
Rect: x0=22.2, y0=125.4, x1=22.7, y1=180.6, width=0.5, height=55.2
Rect: x0=211.4, y0=125.4, x1=211.8, y1=180.6, width=0.5, height=55.2
Rect: x0=263.1, y0=125.4, x1=263.6, y1=180.6, width=0.5, height=55.2
Rect: x0=314.8, y0=125.4, x1=315.3, y1=180.6, width=0.5, height=55.2
Rect: x0=350.8, y0=125.4, x1=351.3, y1=180.6, width=0.5, height=55.2
Rect: x0=418.4, y0=125.4, x1=418.9, y1=180.6, width=0.5, height=55.2
Rect: x0=589.4, y0=125.4, x1=589.9, y1=180.6, width=0.5, height=55.2
Rect: x0=22.2, y0=180.6, x1=22.7, y1=181.1, width=0.5, height=0.5
Rect: x0=22.7, y0=180.6, x1=211.4, y1=181.1, width=188.7, height=0.5
Rect: x0=211.4, y0=180.6, x1=211.8, y1=181.1, width=0.5, height=0.5
Rect: x0=211.8, y0=180.6, x1=263.1, y1=181.1, width=51.2, height=0.5
Rect: x0=263.1, y0=180.6, x1=263.6, y1=181.1, width=0.5, height=0.5
Rect: x0=263.6, y0=180.6, x1=314.8, y1=181.1, width=51.2, height=0.5
Rect: x0=314.8, y0=180.6, x1=315.3, y1=181.1, width=0.5, height=0.5
Rect: x0=315.3, y0=180.6, x1=350.8, y1=181.1, width=35.5, height=0.5
Rect: x0=350.8, y0=180.6, x1=351.3, y1=181.1, width=0.5, height=0.5
Rect: x0=351.3, y0=180.6, x1=418.4, y1=181.1, width=67.1, height=0.5
Rect: x0=418.4, y0=180.6, x1=418.9, y1=181.1, width=0.5, height=0.5
Rect: x0=418.9, y0=180.6, x1=589.4, y1=181.1, width=170.5, height=0.5
Rect: x0=589.4, y0=180.6, x1=589.9, y1=181.1, width=0.5, height=0.5
Rect: x0=22.2, y0=181.1, x1=22.7, y1=196.7, width=0.5, height=15.6
Rect: x0=211.4, y0=181.1, x1=211.8, y1=196.7, width=0.5, height=15.6
Rect: x0=263.1, y0=181.1, x1=263.6, y1=196.7, width=0.5, height=15.6
Rect: x0=314.8, y0=181.1, x1=315.3, y1=196.7, width=0.5, height=15.6
Rect: x0=350.8, y0=181.1, x1=351.3, y1=196.7, width=0.5, height=15.6
Rect: x0=418.4, y0=181.1, x1=418.9, y1=196.7, width=0.5, height=15.6
Rect: x0=589.4, y0=181.1, x1=589.9, y1=196.7, width=0.5, height=15.6
Rect: x0=22.2, y0=196.7, x1=22.7, y1=197.2, width=0.5, height=0.5
Rect: x0=22.7, y0=196.7, x1=211.4, y1=197.2, width=188.7, height=0.5
Rect: x0=211.4, y0=196.7, x1=211.8, y1=197.2, width=0.5, height=0.5
Rect: x0=211.8, y0=196.7, x1=263.1, y1=197.2, width=51.2, height=0.5
Rect: x0=263.1, y0=196.7, x1=263.6, y1=197.2, width=0.5, height=0.5
Rect: x0=263.6, y0=196.7, x1=314.8, y1=197.2, width=51.2, height=0.5
Rect: x0=314.8, y0=196.7, x1=315.3, y1=197.2, width=0.5, height=0.5
Rect: x0=315.3, y0=196.7, x1=350.8, y1=197.2, width=35.5, height=0.5
Rect: x0=350.8, y0=196.7, x1=351.3, y1=197.2, width=0.5, height=0.5
Rect: x0=351.3, y0=196.7, x1=418.4, y1=197.2, width=67.1, height=0.5
Rect: x0=418.4, y0=196.7, x1=418.9, y1=197.2, width=0.5, height=0.5
Rect: x0=418.9, y0=196.7, x1=589.4, y1=197.2, width=170.5, height=0.5
Rect: x0=589.4, y0=196.7, x1=589.9, y1=197.2, width=0.5, height=0.5
Rect: x0=22.2, y0=197.2, x1=22.7, y1=238.6, width=0.5, height=41.4
Rect: x0=211.4, y0=197.2, x1=211.8, y1=238.6, width=0.5, height=41.4
Rect: x0=263.1, y0=197.2, x1=263.6, y1=238.6, width=0.5, height=41.4
Rect: x0=314.8, y0=197.2, x1=315.3, y1=238.6, width=0.5, height=41.4
Rect: x0=350.8, y0=197.2, x1=351.3, y1=238.6, width=0.5, height=41.4
Rect: x0=418.4, y0=197.2, x1=418.9, y1=238.6, width=0.5, height=41.4
Rect: x0=589.4, y0=197.2, x1=589.9, y1=238.6, width=0.5, height=41.4
Rect: x0=22.2, y0=238.6, x1=22.7, y1=239.1, width=0.5, height=0.5
Rect: x0=22.7, y0=238.6, x1=211.4, y1=239.1, width=188.7, height=0.5
Rect: x0=211.4, y0=238.6, x1=211.8, y1=239.1, width=0.5, height=0.5
Rect: x0=211.8, y0=238.6, x1=263.1, y1=239.1, width=51.2, height=0.5
Rect: x0=263.1, y0=238.6, x1=263.6, y1=239.1, width=0.5, height=0.5
Rect: x0=263.6, y0=238.6, x1=314.8, y1=239.1, width=51.2, height=0.5
Rect: x0=314.8, y0=238.6, x1=315.3, y1=239.1, width=0.5, height=0.5
Rect: x0=315.3, y0=238.6, x1=350.8, y1=239.1, width=35.5, height=0.5
Rect: x0=350.8, y0=238.6, x1=351.3, y1=239.1, width=0.5, height=0.5
Rect: x0=351.3, y0=238.6, x1=418.4, y1=239.1, width=67.1, height=0.5
Rect: x0=418.4, y0=238.6, x1=418.9, y1=239.1, width=0.5, height=0.5
Rect: x0=418.9, y0=238.6, x1=589.4, y1=239.1, width=170.5, height=0.5
Rect: x0=589.4, y0=238.6, x1=589.9, y1=239.1, width=0.5, height=0.5
Rect: x0=22.2, y0=239.1, x1=22.7, y1=254.7, width=0.5, height=15.6
Rect: x0=211.4, y0=239.1, x1=211.8, y1=254.7, width=0.5, height=15.6
Rect: x0=263.1, y0=239.1, x1=263.6, y1=254.7, width=0.5, height=15.6
Rect: x0=314.8, y0=239.1, x1=315.3, y1=254.7, width=0.5, height=15.6
Rect: x0=350.8, y0=239.1, x1=351.3, y1=254.7, width=0.5, height=15.6
Rect: x0=418.4, y0=239.1, x1=418.9, y1=254.7, width=0.5, height=15.6
Rect: x0=589.4, y0=239.1, x1=589.9, y1=254.7, width=0.5, height=15.6
Rect: x0=22.2, y0=254.7, x1=22.7, y1=255.1, width=0.5, height=0.5
Rect: x0=22.7, y0=254.7, x1=211.4, y1=255.1, width=188.7, height=0.5
Rect: x0=211.4, y0=254.7, x1=211.8, y1=255.1, width=0.5, height=0.5
Rect: x0=211.8, y0=254.7, x1=263.1, y1=255.1, width=51.2, height=0.5
Rect: x0=263.1, y0=254.7, x1=263.6, y1=255.1, width=0.5, height=0.5
Rect: x0=263.6, y0=254.7, x1=314.8, y1=255.1, width=51.2, height=0.5
Rect: x0=314.8, y0=254.7, x1=315.3, y1=255.1, width=0.5, height=0.5
Rect: x0=315.3, y0=254.7, x1=350.8, y1=255.1, width=35.5, height=0.5
Rect: x0=350.8, y0=254.7, x1=351.3, y1=255.1, width=0.5, height=0.5
Rect: x0=351.3, y0=254.7, x1=418.4, y1=255.1, width=67.1, height=0.5
Rect: x0=418.4, y0=254.7, x1=418.9, y1=255.1, width=0.5, height=0.5
Rect: x0=418.9, y0=254.7, x1=589.4, y1=255.1, width=170.5, height=0.5
Rect: x0=589.4, y0=254.7, x1=589.9, y1=255.1, width=0.5, height=0.5
Rect: x0=22.2, y0=255.2, x1=22.7, y1=365.6, width=0.5, height=110.4
Rect: x0=211.4, y0=255.2, x1=211.8, y1=365.6, width=0.5, height=110.4
Rect: x0=263.1, y0=255.2, x1=263.6, y1=365.6, width=0.5, height=110.4
Rect: x0=314.8, y0=255.2, x1=315.3, y1=365.6, width=0.5, height=110.4
Rect: x0=350.8, y0=255.2, x1=351.3, y1=365.6, width=0.5, height=110.4
Rect: x0=418.4, y0=255.2, x1=418.9, y1=365.6, width=0.5, height=110.4
Rect: x0=589.4, y0=255.2, x1=589.9, y1=365.6, width=0.5, height=110.4
Rect: x0=22.2, y0=365.6, x1=22.7, y1=366.0, width=0.5, height=0.5
Rect: x0=22.7, y0=365.6, x1=211.4, y1=366.0, width=188.7, height=0.5
Rect: x0=211.4, y0=365.6, x1=211.8, y1=366.0, width=0.5, height=0.5
Rect: x0=211.8, y0=365.6, x1=263.1, y1=366.0, width=51.2, height=0.5
Rect: x0=263.1, y0=365.6, x1=263.6, y1=366.0, width=0.5, height=0.5
Rect: x0=263.6, y0=365.6, x1=314.8, y1=366.0, width=51.2, height=0.5
Rect: x0=314.8, y0=365.6, x1=315.3, y1=366.0, width=0.5, height=0.5
Rect: x0=315.3, y0=365.6, x1=350.8, y1=366.0, width=35.5, height=0.5
Rect: x0=350.8, y0=365.6, x1=351.3, y1=366.0, width=0.5, height=0.5
Rect: x0=351.3, y0=365.6, x1=418.4, y1=366.0, width=67.1, height=0.5
Rect: x0=418.4, y0=365.6, x1=418.9, y1=366.0, width=0.5, height=0.5
Rect: x0=418.9, y0=365.6, x1=589.4, y1=366.0, width=170.5, height=0.5
Rect: x0=589.4, y0=365.6, x1=589.9, y1=366.0, width=0.5, height=0.5
Rect: x0=22.2, y0=366.0, x1=22.7, y1=421.2, width=0.5, height=55.2
Rect: x0=211.4, y0=366.0, x1=211.8, y1=421.2, width=0.5, height=55.2
Rect: x0=263.1, y0=366.0, x1=263.6, y1=421.2, width=0.5, height=55.2
Rect: x0=314.8, y0=366.0, x1=315.3, y1=421.2, width=0.5, height=55.2
Rect: x0=350.8, y0=366.0, x1=351.3, y1=421.2, width=0.5, height=55.2
Rect: x0=418.4, y0=366.0, x1=418.9, y1=421.2, width=0.5, height=55.2
Rect: x0=589.4, y0=366.0, x1=589.9, y1=421.2, width=0.5, height=55.2
Rect: x0=22.2, y0=421.2, x1=22.7, y1=421.7, width=0.5, height=0.5
Rect: x0=22.7, y0=421.2, x1=211.4, y1=421.7, width=188.7, height=0.5
Rect: x0=211.4, y0=421.2, x1=211.8, y1=421.7, width=0.5, height=0.5
Rect: x0=211.8, y0=421.2, x1=263.1, y1=421.7, width=51.2, height=0.5
Rect: x0=263.1, y0=421.2, x1=263.6, y1=421.7, width=0.5, height=0.5
Rect: x0=263.6, y0=421.2, x1=314.8, y1=421.7, width=51.2, height=0.5
Rect: x0=314.8, y0=421.2, x1=315.3, y1=421.7, width=0.5, height=0.5
Rect: x0=315.3, y0=421.2, x1=350.8, y1=421.7, width=35.5, height=0.5
Rect: x0=350.8, y0=421.2, x1=351.3, y1=421.7, width=0.5, height=0.5
Rect: x0=351.3, y0=421.2, x1=418.4, y1=421.7, width=67.1, height=0.5
Rect: x0=418.4, y0=421.2, x1=418.9, y1=421.7, width=0.5, height=0.5
Rect: x0=418.9, y0=421.2, x1=589.4, y1=421.7, width=170.5, height=0.5
Rect: x0=589.4, y0=421.2, x1=589.9, y1=421.7, width=0.5, height=0.5
Rect: x0=22.2, y0=421.7, x1=22.7, y1=449.3, width=0.5, height=27.6
Rect: x0=211.4, y0=421.7, x1=211.8, y1=449.3, width=0.5, height=27.6
Rect: x0=263.1, y0=421.7, x1=263.6, y1=449.3, width=0.5, height=27.6
Rect: x0=314.8, y0=421.7, x1=315.3, y1=449.3, width=0.5, height=27.6
Rect: x0=350.8, y0=421.7, x1=351.3, y1=449.3, width=0.5, height=27.6
Rect: x0=418.4, y0=421.7, x1=418.9, y1=449.3, width=0.5, height=27.6
Rect: x0=589.4, y0=421.7, x1=589.9, y1=449.3, width=0.5, height=27.6
Rect: x0=22.2, y0=449.3, x1=22.7, y1=449.8, width=0.5, height=0.5
Rect: x0=22.7, y0=449.3, x1=211.4, y1=449.8, width=188.7, height=0.5
Rect: x0=211.4, y0=449.3, x1=211.8, y1=449.8, width=0.5, height=0.5
Rect: x0=211.8, y0=449.3, x1=263.1, y1=449.8, width=51.2, height=0.5
Rect: x0=263.1, y0=449.3, x1=263.6, y1=449.8, width=0.5, height=0.5
Rect: x0=263.6, y0=449.3, x1=314.8, y1=449.8, width=51.2, height=0.5
Rect: x0=314.8, y0=449.3, x1=315.3, y1=449.8, width=0.5, height=0.5
Rect: x0=315.3, y0=449.3, x1=350.8, y1=449.8, width=35.5, height=0.5
Rect: x0=350.8, y0=449.3, x1=351.3, y1=449.8, width=0.5, height=0.5
Rect: x0=351.3, y0=449.3, x1=418.4, y1=449.8, width=67.1, height=0.5
Rect: x0=418.4, y0=449.3, x1=418.9, y1=449.8, width=0.5, height=0.5
Rect: x0=418.9, y0=449.3, x1=589.4, y1=449.8, width=170.5, height=0.5
Rect: x0=589.4, y0=449.3, x1=589.9, y1=449.8, width=0.5, height=0.5
Rect: x0=22.2, y0=449.8, x1=22.7, y1=518.8, width=0.5, height=69.0
Rect: x0=211.4, y0=449.8, x1=211.8, y1=518.8, width=0.5, height=69.0
Rect: x0=263.1, y0=449.8, x1=263.6, y1=518.8, width=0.5, height=69.0
Rect: x0=314.8, y0=449.8, x1=315.3, y1=518.8, width=0.5, height=69.0
Rect: x0=350.8, y0=449.8, x1=351.3, y1=518.8, width=0.5, height=69.0
Rect: x0=418.4, y0=449.8, x1=418.9, y1=518.8, width=0.5, height=69.0
Rect: x0=589.4, y0=449.8, x1=589.9, y1=518.8, width=0.5, height=69.0
Rect: x0=22.2, y0=518.8, x1=22.7, y1=519.3, width=0.5, height=0.5
Rect: x0=22.7, y0=518.8, x1=211.4, y1=519.3, width=188.7, height=0.5
Rect: x0=211.4, y0=518.8, x1=211.8, y1=519.3, width=0.5, height=0.5
Rect: x0=211.8, y0=518.8, x1=263.1, y1=519.3, width=51.2, height=0.5
Rect: x0=263.1, y0=518.8, x1=263.6, y1=519.3, width=0.5, height=0.5
Rect: x0=263.6, y0=518.8, x1=314.8, y1=519.3, width=51.2, height=0.5
Rect: x0=314.8, y0=518.8, x1=315.3, y1=519.3, width=0.5, height=0.5
Rect: x0=315.3, y0=518.8, x1=350.8, y1=519.3, width=35.5, height=0.5
Rect: x0=350.8, y0=518.8, x1=351.3, y1=519.3, width=0.5, height=0.5
Rect: x0=351.3, y0=518.8, x1=418.4, y1=519.3, width=67.1, height=0.5
Rect: x0=418.4, y0=518.8, x1=418.9, y1=519.3, width=0.5, height=0.5
Rect: x0=418.9, y0=518.8, x1=589.4, y1=519.3, width=170.5, height=0.5
Rect: x0=589.4, y0=518.8, x1=589.9, y1=519.3, width=0.5, height=0.5
Rect: x0=22.2, y0=519.3, x1=22.7, y1=534.9, width=0.5, height=15.6
Rect: x0=211.4, y0=519.3, x1=211.8, y1=534.9, width=0.5, height=15.6
Rect: x0=263.1, y0=519.3, x1=263.6, y1=534.9, width=0.5, height=15.6
Rect: x0=314.8, y0=519.3, x1=315.3, y1=534.9, width=0.5, height=15.6
Rect: x0=350.8, y0=519.3, x1=351.3, y1=534.9, width=0.5, height=15.6
Rect: x0=418.4, y0=519.3, x1=418.9, y1=534.9, width=0.5, height=15.6
Rect: x0=589.4, y0=519.3, x1=589.9, y1=534.9, width=0.5, height=15.6
Rect: x0=22.8, y0=535.4, x1=211.2, y1=553.9, width=188.4, height=18.5
Rect: x0=27.8, y0=537.7, x1=206.1, y1=551.5, width=178.2, height=13.8
Rect: x0=211.8, y0=535.4, x1=263.1, y1=553.9, width=51.2, height=18.5
Rect: x0=216.9, y0=540.1, x1=257.9, y1=549.2, width=41.0, height=9.1
Rect: x0=263.6, y0=535.4, x1=314.8, y1=553.9, width=51.2, height=18.5
Rect: x0=268.7, y0=540.1, x1=309.7, y1=549.2, width=40.9, height=9.1
Rect: x0=315.3, y0=535.4, x1=350.8, y1=553.9, width=35.5, height=18.5
Rect: x0=320.4, y0=535.4, x1=345.7, y1=544.6, width=25.2, height=9.2
Rect: x0=320.4, y0=544.6, x1=345.7, y1=553.9, width=25.2, height=9.2
Rect: x0=351.3, y0=535.4, x1=418.3, y1=553.9, width=67.0, height=18.5
Rect: x0=356.5, y0=540.1, x1=413.1, y1=549.2, width=56.6, height=9.1
Rect: x0=418.9, y0=535.4, x1=589.3, y1=553.9, width=170.4, height=18.5
Rect: x0=423.9, y0=537.7, x1=584.1, y1=551.5, width=160.2, height=13.8
Rect: x0=22.2, y0=534.9, x1=22.7, y1=535.4, width=0.5, height=0.5
Rect: x0=22.7, y0=534.9, x1=211.4, y1=535.4, width=188.7, height=0.5
Rect: x0=211.4, y0=534.9, x1=211.8, y1=535.4, width=0.5, height=0.5
Rect: x0=211.8, y0=534.9, x1=263.1, y1=535.4, width=51.2, height=0.5
Rect: x0=263.1, y0=534.9, x1=263.6, y1=535.4, width=0.5, height=0.5
Rect: x0=263.6, y0=534.9, x1=314.8, y1=535.4, width=51.2, height=0.5
Rect: x0=314.8, y0=534.9, x1=315.3, y1=535.4, width=0.5, height=0.5
Rect: x0=315.3, y0=534.9, x1=350.8, y1=535.4, width=35.5, height=0.5
Rect: x0=350.8, y0=534.9, x1=351.3, y1=535.4, width=0.5, height=0.5
Rect: x0=351.3, y0=534.9, x1=418.4, y1=535.4, width=67.1, height=0.5
Rect: x0=418.4, y0=534.9, x1=418.9, y1=535.4, width=0.5, height=0.5
Rect: x0=418.9, y0=534.9, x1=589.4, y1=535.4, width=170.5, height=0.5
Rect: x0=589.4, y0=534.9, x1=589.9, y1=535.4, width=0.5, height=0.5
Rect: x0=22.2, y0=535.4, x1=22.7, y1=553.9, width=0.5, height=18.5
Rect: x0=211.4, y0=535.4, x1=211.8, y1=553.9, width=0.5, height=18.5
Rect: x0=263.1, y0=535.4, x1=263.6, y1=553.9, width=0.5, height=18.5
Rect: x0=314.8, y0=535.4, x1=315.3, y1=553.9, width=0.5, height=18.5
Rect: x0=350.8, y0=535.4, x1=351.3, y1=553.9, width=0.5, height=18.5
Rect: x0=418.4, y0=535.4, x1=418.9, y1=553.9, width=0.5, height=18.5
Rect: x0=589.4, y0=535.4, x1=589.9, y1=553.9, width=0.5, height=18.5
Rect: x0=22.8, y0=554.3, x1=211.2, y1=569.8, width=188.4, height=15.5
Rect: x0=27.8, y0=555.2, x1=206.1, y1=569.0, width=178.2, height=13.8
Rect: x0=211.8, y0=554.3, x1=263.1, y1=569.8, width=51.2, height=15.5
Rect: x0=216.9, y0=554.3, x1=257.9, y1=569.8, width=41.0, height=15.5
Rect: x0=263.6, y0=554.3, x1=314.8, y1=569.8, width=51.2, height=15.5
Rect: x0=268.7, y0=554.3, x1=309.7, y1=569.8, width=40.9, height=15.5
Rect: x0=315.3, y0=554.3, x1=350.8, y1=569.8, width=35.5, height=15.5
Rect: x0=320.4, y0=554.3, x1=345.7, y1=569.8, width=25.2, height=15.5
Rect: x0=351.3, y0=554.3, x1=418.3, y1=569.8, width=67.0, height=15.5
Rect: x0=356.5, y0=557.5, x1=413.1, y1=566.7, width=56.6, height=9.2
Rect: x0=418.9, y0=554.3, x1=589.3, y1=569.8, width=170.4, height=15.5
Rect: x0=423.9, y0=555.2, x1=584.1, y1=569.0, width=160.2, height=13.8
Rect: x0=22.2, y0=553.9, x1=22.7, y1=554.4, width=0.5, height=0.5
Rect: x0=22.7, y0=553.9, x1=211.4, y1=554.4, width=188.7, height=0.5
Rect: x0=211.4, y0=553.9, x1=211.8, y1=554.4, width=0.5, height=0.5
Rect: x0=211.8, y0=553.9, x1=263.1, y1=554.4, width=51.2, height=0.5
Rect: x0=263.1, y0=553.9, x1=263.6, y1=554.4, width=0.5, height=0.5
Rect: x0=263.6, y0=553.9, x1=314.8, y1=554.4, width=51.2, height=0.5
Rect: x0=314.8, y0=553.9, x1=315.3, y1=554.4, width=0.5, height=0.5
Rect: x0=315.3, y0=553.9, x1=350.8, y1=554.4, width=35.5, height=0.5
Rect: x0=350.8, y0=553.9, x1=351.3, y1=554.4, width=0.5, height=0.5
Rect: x0=351.3, y0=553.9, x1=418.4, y1=554.4, width=67.1, height=0.5
Rect: x0=418.4, y0=553.9, x1=418.9, y1=554.4, width=0.5, height=0.5
Rect: x0=418.9, y0=553.9, x1=589.4, y1=554.4, width=170.5, height=0.5
Rect: x0=589.4, y0=553.9, x1=589.9, y1=554.4, width=0.5, height=0.5
Rect: x0=22.2, y0=554.3, x1=22.7, y1=569.8, width=0.5, height=15.5
Rect: x0=211.4, y0=554.3, x1=211.8, y1=569.8, width=0.5, height=15.5
Rect: x0=263.1, y0=554.3, x1=263.6, y1=569.8, width=0.5, height=15.5
Rect: x0=314.8, y0=554.3, x1=315.3, y1=569.8, width=0.5, height=15.5
Rect: x0=350.8, y0=554.3, x1=351.3, y1=569.8, width=0.5, height=15.5
Rect: x0=418.4, y0=554.3, x1=418.9, y1=569.8, width=0.5, height=15.5
Rect: x0=589.4, y0=554.3, x1=589.9, y1=569.8, width=0.5, height=15.5
Rect: x0=22.8, y0=570.4, x1=211.2, y1=585.9, width=188.4, height=15.5
Rect: x0=27.8, y0=571.3, x1=206.1, y1=585.1, width=178.2, height=13.8
Rect: x0=211.8, y0=570.4, x1=263.1, y1=585.9, width=51.2, height=15.5
Rect: x0=216.9, y0=570.4, x1=257.9, y1=585.9, width=41.0, height=15.5
Rect: x0=263.6, y0=570.4, x1=314.8, y1=585.9, width=51.2, height=15.5
Rect: x0=268.7, y0=570.4, x1=309.7, y1=585.9, width=40.9, height=15.5
Rect: x0=315.3, y0=570.4, x1=350.8, y1=585.9, width=35.5, height=15.5
Rect: x0=320.4, y0=570.4, x1=345.7, y1=585.9, width=25.2, height=15.5
Rect: x0=351.3, y0=570.4, x1=418.3, y1=585.9, width=67.0, height=15.5
Rect: x0=356.5, y0=573.5, x1=413.1, y1=582.8, width=56.6, height=9.2
Rect: x0=418.9, y0=570.4, x1=589.3, y1=585.9, width=170.4, height=15.5
Rect: x0=423.9, y0=571.3, x1=584.1, y1=585.1, width=160.2, height=13.8
Rect: x0=22.2, y0=569.8, x1=22.7, y1=570.3, width=0.5, height=0.5
Rect: x0=22.7, y0=569.8, x1=211.4, y1=570.3, width=188.7, height=0.5
Rect: x0=211.4, y0=569.8, x1=211.8, y1=570.3, width=0.5, height=0.5
